"Payload(Bytes)" "PCIe Write BW" "PCIe Write Trans/s" "PCIe Read BW" "PCIe Read Trans/s" "PCIe Read/Write BW" "PCIe Read/Write Trans/s" "40G Ethernet BW" "40G Ethernet PPS" 
1030 51.84 6291822.4 52.76 6403182.0 48.79 5921109.4 39.24 4761904
1031 51.85 6286356.0 52.77 6397520.5 48.80 5916268.0 39.24 4757373
1032 51.86 6280899.0 52.77 6391869.0 48.80 5911434.4 39.24 4752851
1033 51.86 6275451.6 52.78 6386227.5 48.81 5906608.7 39.24 4748338
1034 51.87 6270013.6 52.78 6380595.9 48.82 5901790.9 39.24 4743833
1035 51.87 6264585.0 52.78 6374974.2 48.83 5896981.0 39.24 4739336
1036 51.88 6259165.8 52.79 6369362.4 48.83 5892178.9 39.24 4734848
1037 51.88 6253756.0 52.79 6363760.5 48.84 5887384.6 39.24 4730368
1038 51.89 6248355.5 52.80 6358168.5 48.85 5882598.1 39.24 4725897
1039 51.89 6242964.4 52.80 6352586.2 48.86 5877819.4 39.24 4721435
1040 51.90 6237582.5 52.81 6347013.8 48.86 5873048.5 39.25 4716981
1041 51.90 6232209.9 52.81 6341451.1 48.87 5868285.2 39.25 4712535
1042 51.91 6226846.6 52.82 6335898.2 48.88 5863529.7 39.25 4708097
1043 51.91 6221492.4 52.82 6330354.9 48.89 5858781.9 39.25 4703668
1044 51.92 6216147.5 52.82 6324821.4 48.89 5854041.8 39.25 4699248
1045 51.92 6210811.8 52.83 6319297.6 48.90 5849309.4 39.25 4694835
1046 51.93 6205485.2 52.83 6313783.3 48.91 5844584.6 39.25 4690431
1047 51.93 6200167.7 52.84 6308278.7 48.91 5839867.4 39.25 4686035
1048 51.94 6194859.3 52.84 6302783.7 48.92 5835157.8 39.25 4681647
1049 51.94 6189560.1 52.85 6297298.3 48.93 5830455.8 39.25 4677268
1050 51.95 6184269.8 52.85 6291822.4 48.94 5825761.4 39.25 4672897
1051 51.95 6178988.6 52.86 6286356.0 48.94 5821074.6 39.25 4668534
1052 51.96 6173716.5 52.86 6280899.0 48.95 5816395.3 39.25 4664179
1053 51.96 6168453.3 52.86 6275451.6 48.96 5811723.5 39.25 4659832
1054 51.97 6163199.1 52.87 6270013.6 48.97 5807059.2 39.26 4655493
1055 51.97 6157953.8 52.87 6264585.0 48.97 5802402.3 39.26 4651162
1056 51.98 6152717.4 52.88 6259165.8 48.98 5797753.0 39.26 4646840
1057 51.98 6147490.0 52.88 6253756.0 48.99 5793111.1 39.26 4642525
1058 51.99 6142271.4 52.89 6248355.5 48.99 5788476.6 39.26 4638218
1059 51.99 6137061.7 52.89 6242964.4 49.00 5783849.5 39.26 4633920
1060 52.00 6131860.8 52.89 6237582.5 49.01 5779229.8 39.26 4629629
1061 52.00 6126668.7 52.90 6232209.9 49.01 5774617.5 39.26 4625346
1062 52.01 6121485.4 52.90 6226846.6 49.02 5770012.5 39.26 4621072
1063 52.01 6116310.8 52.91 6221492.4 49.03 5765414.9 39.26 4616805
1064 52.02 6111145.0 52.91 6216147.5 49.04 5760824.6 39.26 4612546
1065 52.02 6105987.9 52.92 6210811.8 49.04 5756241.6 39.26 4608294
1066 52.03 6100839.5 52.92 6205485.2 49.05 5751665.9 39.26 4604051
1067 52.03 6095699.8 52.92 6200167.7 49.06 5747097.5 39.26 4599816
1068 52.04 6090568.8 52.93 6194859.3 49.06 5742536.3 39.26 4595588
1069 52.04 6085446.3 52.93 6189560.1 49.07 5737982.3 39.27 4591368
1070 52.05 6080332.5 52.94 6184269.8 49.08 5733435.6 39.27 4587155
1071 52.05 6075227.3 52.94 6178988.6 49.09 5728896.0 39.27 4582951
1072 52.06 6070130.6 52.95 6173716.5 49.09 5724363.7 39.27 4578754
1073 52.06 6065042.5 52.95 6168453.3 49.10 5719838.5 39.27 4574565
1074 52.07 6059962.9 52.95 6163199.1 49.11 5715320.5 39.27 4570383
1075 52.07 6054891.8 52.96 6157953.8 49.11 5710809.6 39.27 4566210
1076 52.08 6049829.2 52.96 6152717.4 49.12 5706305.8 39.27 4562043
1077 52.08 6044775.0 52.97 6147490.0 49.13 5701809.1 39.27 4557885
1078 52.09 6039729.3 52.97 6142271.4 49.13 5697319.5 39.27 4553734
1079 52.09 6034692.0 52.98 6137061.7 49.14 5692836.9 39.27 4549590
1080 52.10 6029663.1 52.98 6131860.8 49.15 5688361.4 39.27 4545454
1081 52.10 6024642.6 52.98 6126668.7 49.15 5683892.9 39.27 4541326
1082 52.11 6019630.4 52.99 6121485.4 49.16 5679431.5 39.27 4537205
1083 52.11 6014626.5 52.99 6116310.8 49.17 5674977.0 39.27 4533091
1084 52.12 6009631.0 53.00 6111145.0 49.17 5670529.5 39.28 4528985
1085 52.12 6004643.7 53.00 6105987.9 49.18 5666089.0 39.28 4524886
1086 52.13 5999664.8 53.00 6100839.5 49.19 5661655.5 39.28 4520795
1087 52.13 5994694.0 53.01 6095699.8 49.20 5657228.9 39.28 4516711
1088 52.13 5989731.5 53.01 6090568.8 49.20 5652809.1 39.28 4512635
1089 52.14 5984777.3 53.02 6085446.3 49.21 5648396.3 39.28 4508566
1090 52.14 5979831.2 53.02 6080332.5 49.22 5643990.4 39.28 4504504
1091 52.15 5974893.2 53.02 6075227.3 49.22 5639591.4 39.28 4500450
1092 52.15 5969963.5 53.03 6070130.6 49.23 5635199.1 39.28 4496402
1093 52.16 5965041.8 53.03 6065042.5 49.24 5630813.8 39.28 4492362
1094 52.16 5960128.3 53.04 6059962.9 49.24 5626435.2 39.28 4488330
1095 52.17 5955222.8 53.04 6054891.8 49.25 5622063.5 39.28 4484304
1096 52.17 5950325.4 53.04 6049829.2 49.26 5617698.5 39.28 4480286
1097 52.18 5945436.1 53.05 6044775.0 49.26 5613340.3 39.28 4476275
1098 52.18 5940554.8 53.05 6039729.3 49.27 5608988.9 39.28 4472271
1099 52.19 5935681.5 53.06 6034692.0 49.28 5604644.2 39.29 4468275
1100 52.19 5930816.2 53.06 6029663.1 49.28 5600306.3 39.29 4464285
1101 52.20 5925958.8 53.07 6024642.6 49.29 5595975.0 39.29 4460303
1102 52.20 5921109.4 53.07 6019630.4 49.30 5591650.5 39.29 4456327
1103 52.21 5916268.0 53.07 6014626.5 49.30 5587332.6 39.29 4452359
1104 52.21 5911434.4 53.08 6009631.0 49.31 5583021.4 39.29 4448398
1105 52.21 5906608.7 53.08 6004643.7 49.32 5578716.8 39.29 4444444
1106 52.22 5901790.9 53.09 5999664.8 49.32 5574418.9 39.29 4440497
1107 52.22 5896981.0 53.09 5994694.0 49.33 5570127.6 39.29 4436557
1108 52.23 5892178.9 53.09 5989731.5 49.34 5565842.8 39.29 4432624
1109 52.23 5887384.6 53.10 5984777.3 49.34 5561564.7 39.29 4428697
1110 52.24 5882598.1 53.10 5979831.2 49.35 5557293.2 39.29 4424778
1111 52.24 5877819.4 53.10 5974893.2 49.36 5553028.2 39.29 4420866
1112 52.25 5873048.5 53.11 5969963.5 49.36 5548769.7 39.29 4416961
1113 52.25 5868285.2 53.11 5965041.8 49.37 5544517.8 39.29 4413062
1114 52.26 5863529.7 53.12 5960128.3 49.37 5540272.4 39.29 4409171
1115 52.26 5858781.9 53.12 5955222.8 49.38 5536033.4 39.30 4405286
1116 52.26 5854041.8 53.12 5950325.4 49.39 5531801.0 39.30 4401408
1117 52.27 5849309.4 53.13 5945436.1 49.39 5527575.0 39.30 4397537
1118 52.27 5844584.6 53.13 5940554.8 49.40 5523355.5 39.30 4393673
1119 52.28 5839867.4 53.14 5935681.5 49.41 5519142.4 39.30 4389815
1120 52.28 5835157.8 53.14 5930816.2 49.41 5514935.7 39.30 4385964
1121 52.29 5830455.8 53.14 5925958.8 49.42 5510735.5 39.30 4382120
1122 52.29 5825761.4 53.15 5921109.4 49.43 5506541.6 39.30 4378283
1123 52.30 5821074.6 53.15 5916268.0 49.43 5502354.1 39.30 4374453
1124 52.30 5816395.3 53.16 5911434.4 49.44 5498173.0 39.30 4370629
1125 52.31 5811723.5 53.16 5906608.7 49.45 5493998.3 39.30 4366812
1126 52.31 5807059.2 53.16 5901790.9 49.45 5489829.8 39.30 4363001
1127 52.31 5802402.3 53.17 5896981.0 49.46 5485667.7 39.30 4359197
1128 52.32 5797753.0 53.17 5892178.9 49.47 5481511.9 39.30 4355400
1129 52.32 5793111.1 53.17 5887384.6 49.47 5477362.4 39.30 4351610
1130 52.33 5788476.6 53.18 5882598.1 49.48 5473219.1 39.30 4347826
1131 52.33 5783849.5 53.18 5877819.4 49.48 5469082.2 39.30 4344048
1132 52.34 5779229.8 53.19 5873048.5 49.49 5464951.4 39.31 4340277
1133 52.34 5774617.5 53.19 5868285.2 49.50 5460826.9 39.31 4336513
1134 52.35 5770012.5 53.19 5863529.7 49.50 5456708.7 39.31 4332755
1135 52.35 5765414.9 53.20 5858781.9 49.51 5452596.6 39.31 4329004
1136 52.35 5760824.6 53.20 5854041.8 49.52 5448490.7 39.31 4325259
1137 52.36 5756241.6 53.21 5849309.4 49.52 5444391.0 39.31 4321521
1138 52.36 5751665.9 53.21 5844584.6 49.53 5440297.5 39.31 4317789
1139 52.37 5747097.5 53.21 5839867.4 49.53 5436210.1 39.31 4314063
1140 52.37 5742536.3 53.22 5835157.8 49.54 5432128.9 39.31 4310344
1141 52.38 5737982.3 53.22 5830455.8 49.55 5428053.8 39.31 4306632
1142 52.38 5733435.6 53.22 5825761.4 49.55 5423984.8 39.31 4302925
1143 52.39 5728896.0 53.23 5821074.6 49.56 5419921.9 39.31 4299226
1144 52.39 5724363.7 53.23 5816395.3 49.57 5415865.0 39.31 4295532
1145 52.39 5719838.5 53.24 5811723.5 49.57 5411814.3 39.31 4291845
1146 52.40 5715320.5 53.24 5807059.2 49.58 5407769.6 39.31 4288164
1147 52.40 5710809.6 53.24 5802402.3 49.58 5403730.9 39.31 4284490
1148 52.41 5706305.8 53.25 5797753.0 49.59 5399698.3 39.32 4280821
1149 52.41 5701809.1 53.25 5793111.1 49.60 5395671.7 39.32 4277159
1150 52.42 5697319.5 53.25 5788476.6 49.60 5391651.0 39.32 4273504
1151 52.42 5692836.9 53.26 5783849.5 49.61 5387636.4 39.32 4269854
1152 52.42 5688361.4 53.26 5779229.8 49.62 5383627.8 39.32 4266211
1153 52.43 5683892.9 53.27 5774617.5 49.62 5379625.1 39.32 4262574
1154 52.43 5679431.5 53.27 5770012.5 49.63 5375628.3 39.32 4258943
1155 52.44 5674977.0 53.27 5765414.9 49.63 5371637.5 39.32 4255319
1156 52.44 5670529.5 53.28 5760824.6 49.64 5367652.6 39.32 4251700
1157 52.45 5666089.0 53.28 5756241.6 49.65 5363673.6 39.32 4248088
1158 52.45 5661655.5 53.28 5751665.9 49.65 5359700.5 39.32 4244482
1159 52.45 5657228.9 53.29 5747097.5 49.66 5355733.3 39.32 4240882
1160 52.46 5652809.1 53.29 5742536.3 49.66 5351772.0 39.32 4237288
1161 52.46 5648396.3 53.29 5737982.3 49.67 5347816.5 39.32 4233700
1162 52.47 5643990.4 53.30 5733435.6 49.68 5343866.8 39.32 4230118
1163 52.47 5639591.4 53.30 5728896.0 49.68 5339923.0 39.32 4226542
1164 52.47 5635199.1 53.31 5724363.7 49.69 5335985.0 39.32 4222972
1165 52.48 5630813.8 53.31 5719838.5 49.69 5332052.8 39.32 4219409
1166 52.48 5626435.2 53.31 5715320.5 49.70 5328126.4 39.33 4215851
1167 52.49 5622063.5 53.32 5710809.6 49.71 5324205.8 39.33 4212299
1168 52.49 5617698.5 53.32 5706305.8 49.71 5320291.0 39.33 4208754
1169 52.50 5613340.3 53.32 5701809.1 49.72 5316381.9 39.33 4205214
1170 52.50 5608988.9 53.33 5697319.5 49.72 5312478.5 39.33 4201680
1171 52.50 5604644.2 53.33 5692836.9 49.73 5308580.9 39.33 4198152
1172 52.51 5600306.3 53.33 5688361.4 49.74 5304688.9 39.33 4194630
1173 52.51 5595975.0 53.34 5683892.9 49.74 5300802.7 39.33 4191114
1174 52.52 5591650.5 53.34 5679431.5 49.75 5296922.2 39.33 4187604
1175 52.52 5587332.6 53.34 5674977.0 49.75 5293047.3 39.33 4184100
1176 52.53 5583021.4 53.35 5670529.5 49.76 5289178.1 39.33 4180602
1177 52.53 5578716.8 53.35 5666089.0 49.77 5285314.6 39.33 4177109
1178 52.53 5574418.9 53.36 5661655.5 49.77 5281456.7 39.33 4173622
1179 52.54 5570127.6 53.36 5657228.9 49.78 5277604.5 39.33 4170141
1180 52.54 5565842.8 53.36 5652809.1 49.78 5273757.8 39.33 4166666
1181 52.55 5561564.7 53.37 5648396.3 49.79 5269916.8 39.33 4163197
1182 52.55 5557293.2 53.37 5643990.4 49.80 5266081.3 39.33 4159733
1183 52.55 5553028.2 53.37 5639591.4 49.80 5262251.4 39.33 4156275
1184 52.56 5548769.7 53.38 5635199.1 49.81 5258427.1 39.34 4152823
1185 52.56 5544517.8 53.38 5630813.8 49.81 5254608.4 39.34 4149377
1186 52.57 5540272.4 53.38 5626435.2 49.82 5250795.1 39.34 4145936
1187 52.57 5536033.4 53.39 5622063.5 49.83 5246987.5 39.34 4142502
1188 52.57 5531801.0 53.39 5617698.5 49.83 5243185.3 39.34 4139072
1189 52.58 5527575.0 53.39 5613340.3 49.84 5239388.6 39.34 4135649
1190 52.58 5523355.5 53.40 5608988.9 49.84 5235597.5 39.34 4132231
1191 52.59 5519142.4 53.40 5604644.2 49.85 5231811.8 39.34 4128819
1192 52.59 5514935.7 53.40 5600306.3 49.85 5228031.6 39.34 4125412
1193 52.59 5510735.5 53.41 5595975.0 49.86 5224256.8 39.34 4122011
1194 52.60 5506541.6 53.41 5591650.5 49.87 5220487.5 39.34 4118616
1195 52.60 5502354.1 53.41 5587332.6 49.87 5216723.7 39.34 4115226
1196 52.61 5498173.0 53.42 5583021.4 49.88 5212965.2 39.34 4111842
1197 52.61 5493998.3 53.42 5578716.8 49.88 5209212.2 39.34 4108463
1198 52.61 5489829.8 53.43 5574418.9 49.89 5205464.5 39.34 4105090
1199 52.62 5485667.7 53.43 5570127.6 49.89 5201722.3 39.34 4101722
1200 52.62 5481511.9 53.43 5565842.8 49.90 5197985.4 39.34 4098360
1201 52.63 5477362.4 53.44 5561564.7 49.91 5194253.9 39.34 4095004
1202 52.63 5473219.1 53.44 5557293.2 49.91 5190527.8 39.35 4091653
1203 52.63 5469082.2 53.44 5553028.2 49.92 5186807.0 39.35 4088307
1204 52.64 5464951.4 53.45 5548769.7 49.92 5183091.5 39.35 4084967
1205 52.64 5460826.9 53.45 5544517.8 49.93 5179381.3 39.35 4081632
1206 52.65 5456708.7 53.45 5540272.4 49.93 5175676.5 39.35 4078303
1207 52.65 5452596.6 53.46 5536033.4 49.94 5171976.9 39.35 4074979
1208 52.65 5448490.7 53.46 5531801.0 49.95 5168282.6 39.35 4071661
1209 52.66 5444391.0 53.46 5527575.0 49.95 5164593.6 39.35 4068348
1210 52.66 5440297.5 53.47 5523355.5 49.96 5160909.9 39.35 4065040
1211 52.67 5436210.1 53.47 5519142.4 49.96 5157231.4 39.35 4061738
1212 52.67 5432128.9 53.47 5514935.7 49.97 5153558.2 39.35 4058441
1213 52.67 5428053.8 53.48 5510735.5 49.97 5149890.2 39.35 4055150
1214 52.68 5423984.8 53.48 5506541.6 49.98 5146227.4 39.35 4051863
1215 52.68 5419921.9 53.48 5502354.1 49.99 5142569.8 39.35 4048582
1216 52.69 5415865.0 53.49 5498173.0 49.99 5138917.4 39.35 4045307
1217 52.69 5411814.3 53.49 5493998.3 50.00 5135270.2 39.35 4042037
1218 52.69 5407769.6 53.49 5489829.8 50.00 5131628.2 39.35 4038772
1219 52.70 5403730.9 53.50 5485667.7 50.01 5127991.3 39.35 4035512
1220 52.70 5399698.3 53.50 5481511.9 50.01 5124359.6 39.35 4032258
1221 52.70 5395671.7 53.50 5477362.4 50.02 5120733.0 39.36 4029008
1222 52.71 5391651.0 53.51 5473219.1 50.02 5117111.5 39.36 4025764
1223 52.71 5387636.4 53.51 5469082.2 50.03 5113495.2 39.36 4022526
1224 52.72 5383627.8 53.51 5464951.4 50.04 5109884.0 39.36 4019292
1225 52.72 5379625.1 53.52 5460826.9 50.04 5106277.8 39.36 4016064
1226 52.72 5375628.3 53.52 5456708.7 50.05 5102676.8 39.36 4012841
1227 52.73 5371637.5 53.52 5452596.6 50.05 5099080.8 39.36 4009623
1228 52.73 5367652.6 53.53 5448490.7 50.06 5095489.9 39.36 4006410
1229 52.74 5363673.6 53.53 5444391.0 50.06 5091904.1 39.36 4003202
1230 52.74 5359700.5 53.53 5440297.5 50.07 5088323.3 39.36 4000000
1231 52.74 5355733.3 53.54 5436210.1 50.07 5084747.5 39.36 3996802
1232 52.75 5351772.0 53.54 5432128.9 50.08 5081176.8 39.36 3993610
1233 52.75 5347816.5 53.54 5428053.8 50.09 5077611.0 39.36 3990422
1234 52.75 5343866.8 53.55 5423984.8 50.09 5074050.3 39.36 3987240
1235 52.76 5339923.0 53.55 5419921.9 50.10 5070494.5 39.36 3984063
1236 52.76 5335985.0 53.55 5415865.0 50.10 5066943.8 39.36 3980891
1237 52.77 5332052.8 53.56 5411814.3 50.11 5063398.0 39.36 3977724
1238 52.77 5328126.4 53.56 5407769.6 50.11 5059857.1 39.36 3974562
1239 52.77 5324205.8 53.56 5403730.9 50.12 5056321.2 39.36 3971405
1240 52.78 5320291.0 53.57 5399698.3 50.12 5052790.3 39.37 3968253
1241 52.78 5316381.9 53.57 5395671.7 50.13 5049264.3 39.37 3965107
1242 52.78 5312478.5 53.57 5391651.0 50.13 5045743.2 39.37 3961965
1243 52.79 5308580.9 53.57 5387636.4 50.14 5042227.0 39.37 3958828
1244 52.79 5304688.9 53.58 5383627.8 50.15 5038715.7 39.37 3955696
1245 52.80 5300802.7 53.58 5379625.1 50.15 5035209.3 39.37 3952569
1246 52.80 5296922.2 53.58 5375628.3 50.16 5031707.7 39.37 3949447
1247 52.80 5293047.3 53.59 5371637.5 50.16 5028211.1 39.37 3946329
1248 52.81 5289178.1 53.59 5367652.6 50.17 5024719.2 39.37 3943217
1249 52.81 5285314.6 53.59 5363673.6 50.17 5021232.3 39.37 3940110
1250 52.81 5281456.7 53.60 5359700.5 50.18 5017750.1 39.37 3937007
1251 52.82 5277604.5 53.60 5355733.3 50.18 5014272.8 39.37 3933910
1252 52.82 5273757.8 53.60 5351772.0 50.19 5010800.3 39.37 3930817
1253 52.83 5269916.8 53.61 5347816.5 50.19 5007332.7 39.37 3927729
1254 52.83 5266081.3 53.61 5343866.8 50.20 5003869.8 39.37 3924646
1255 52.83 5262251.4 53.61 5339923.0 50.20 5000411.7 39.37 3921568
1256 52.84 5258427.1 53.62 5335985.0 50.21 4996958.4 39.37 3918495
1257 52.84 5254608.4 53.62 5332052.8 50.21 4993509.8 39.37 3915426
1258 52.84 5250795.1 53.62 5328126.4 50.22 4990066.0 39.37 3912363
1259 52.85 5246987.5 53.63 5324205.8 50.23 4986626.9 39.37 3909304
1260 52.85 5243185.3 53.63 5320291.0 50.23 4983192.6 39.38 3906250
1261 52.85 5239388.6 53.63 5316381.9 50.24 4979763.0 39.38 3903200
1262 52.86 5235597.5 53.63 5312478.5 50.24 4976338.2 39.38 3900156
1263 52.86 5231811.8 53.64 5308580.9 50.25 4972918.0 39.38 3897116
1264 52.87 5228031.6 53.64 5304688.9 50.25 4969502.5 39.38 3894080
1265 52.87 5224256.8 53.64 5300802.7 50.26 4966091.8 39.38 3891050
1266 52.87 5220487.5 53.65 5296922.2 50.26 4962685.7 39.38 3888024
1267 52.88 5216723.7 53.65 5293047.3 50.27 4959284.2 39.38 3885003
1268 52.88 5212965.2 53.65 5289178.1 50.27 4955887.5 39.38 3881987
1269 52.88 5209212.2 53.66 5285314.6 50.28 4952495.3 39.38 3878975
1270 52.89 5205464.5 53.66 5281456.7 50.28 4949107.9 39.38 3875968
1271 52.89 5201722.3 53.66 5277604.5 50.29 4945725.0 39.38 3872966
1272 52.89 5197985.4 53.67 5273757.8 50.29 4942346.8 39.38 3869969
1273 52.90 5194253.9 53.67 5269916.8 50.30 4938973.2 39.38 3866976
1274 52.90 5190527.8 53.67 5266081.3 50.30 4935604.2 39.38 3863987
1275 52.91 5186807.0 53.67 5262251.4 50.31 4932239.7 39.38 3861003
1276 52.91 5183091.5 53.68 5258427.1 50.31 4928879.9 39.38 3858024
1277 52.91 5179381.3 53.68 5254608.4 50.32 4925524.6 39.38 3855050
1278 52.92 5175676.5 53.68 5250795.1 50.32 4922173.9 39.38 3852080
1279 52.92 5171976.9 53.69 5246987.5 50.33 4918827.8 39.38 3849114
1280 52.92 5168282.6 53.69 5243185.3 50.33 4915486.2 39.38 3846153
1281 52.04 5077611.0 52.93 5164593.6 49.53 4833397.3 39.39 3843197
1282 52.04 5074050.3 52.93 5160909.9 49.54 4830170.7 39.39 3840245
1283 52.04 5070494.5 52.93 5157231.4 49.54 4826948.4 39.39 3837298
1284 52.05 5066943.8 52.94 5153558.2 49.55 4823730.5 39.39 3834355
1285 52.05 5063398.0 52.94 5149890.2 49.55 4820516.8 39.39 3831417
1286 52.06 5059857.1 52.94 5146227.4 49.56 4817307.4 39.39 3828483
1287 52.06 5056321.2 52.95 5142569.8 49.57 4814102.3 39.39 3825554
1288 52.06 5052790.3 52.95 5138917.4 49.57 4810901.4 39.39 3822629
1289 52.07 5049264.3 52.95 5135270.2 49.58 4807704.8 39.39 3819709
1290 52.07 5045743.2 52.96 5131628.2 49.58 4804512.4 39.39 3816793
1291 52.08 5042227.0 52.96 5127991.3 49.59 4801324.3 39.39 3813882
1292 52.08 5038715.7 52.97 5124359.6 49.59 4798140.4 39.39 3810975
1293 52.08 5035209.3 52.97 5120733.0 49.60 4794960.7 39.39 3808073
1294 52.09 5031707.7 52.97 5117111.5 49.60 4791785.2 39.39 3805175
1295 52.09 5028211.1 52.98 5113495.2 49.61 4788614.0 39.39 3802281
1296 52.10 5024719.2 52.98 5109884.0 49.62 4785446.9 39.39 3799392
1297 52.10 5021232.3 52.98 5106277.8 49.62 4782284.0 39.39 3796507
1298 52.10 5017750.1 52.99 5102676.8 49.63 4779125.3 39.39 3793626
1299 52.11 5014272.8 52.99 5099080.8 49.63 4775970.8 39.39 3790750
1300 52.11 5010800.3 52.99 5095489.9 49.64 4772820.4 39.39 3787878
1301 52.12 5007332.7 53.00 5091904.1 49.64 4769674.2 39.39 3785011
1302 52.12 5003869.8 53.00 5088323.3 49.65 4766532.1 39.39 3782148
1303 52.12 5000411.7 53.00 5084747.5 49.65 4763394.1 39.40 3779289
1304 52.13 4996958.4 53.01 5081176.8 49.66 4760260.3 39.40 3776435
1305 52.13 4993509.8 53.01 5077611.0 49.66 4757130.6 39.40 3773584
1306 52.14 4990066.0 53.01 5074050.3 49.67 4754005.1 39.40 3770739
1307 52.14 4986626.9 53.02 5070494.5 49.68 4750883.6 39.40 3767897
1308 52.14 4983192.6 53.02 5066943.8 49.68 4747766.2 39.40 3765060
1309 52.15 4979763.0 53.02 5063398.0 49.69 4744652.9 39.40 3762227
1310 52.15 4976338.2 53.03 5059857.1 49.69 4741543.7 39.40 3759398
1311 52.16 4972918.0 53.03 5056321.2 49.70 4738438.6 39.40 3756574
1312 52.16 4969502.5 53.03 5052790.3 49.70 4735337.5 39.40 3753753
1313 52.16 4966091.8 53.04 5049264.3 49.71 4732240.5 39.40 3750937
1314 52.17 4962685.7 53.04 5045743.2 49.71 4729147.5 39.40 3748125
1315 52.17 4959284.2 53.04 5042227.0 49.72 4726058.6 39.40 3745318
1316 52.18 4955887.5 53.05 5038715.7 49.72 4722973.7 39.40 3742514
1317 52.18 4952495.3 53.05 5035209.3 49.73 4719892.8 39.40 3739715
1318 52.18 4949107.9 53.05 5031707.7 49.73 4716816.0 39.40 3736920
1319 52.19 4945725.0 53.06 5028211.1 49.74 4713743.1 39.40 3734129
1320 52.19 4942346.8 53.06 5024719.2 49.74 4710674.3 39.40 3731343
1321 52.20 4938973.2 53.06 5021232.3 49.75 4707609.4 39.40 3728560
1322 52.20 4935604.2 53.07 5017750.1 49.76 4704548.6 39.40 3725782
1323 52.20 4932239.7 53.07 5014272.8 49.76 4701491.7 39.40 3723008
1324 52.21 4928879.9 53.07 5010800.3 49.77 4698438.8 39.40 3720238
1325 52.21 4925524.6 53.08 5007332.7 49.77 4695389.8 39.41 3717472
1326 52.21 4922173.9 53.08 5003869.8 49.78 4692344.8 39.41 3714710
1327 52.22 4918827.8 53.08 5000411.7 49.78 4689303.8 39.41 3711952
1328 52.22 4915486.2 53.09 4996958.4 49.79 4686266.6 39.41 3709198
1329 52.23 4912149.2 53.09 4993509.8 49.79 4683233.5 39.41 3706449
1330 52.23 4908816.6 53.09 4990066.0 49.80 4680204.2 39.41 3703703
1331 52.23 4905488.6 53.10 4986626.9 49.80 4677178.9 39.41 3700962
1332 52.24 4902165.1 53.10 4983192.6 49.81 4674157.4 39.41 3698224
1333 52.24 4898846.1 53.10 4979763.0 49.81 4671139.9 39.41 3695491
1334 52.25 4895531.6 53.11 4976338.2 49.82 4668126.3 39.41 3692762
1335 52.25 4892221.6 53.11 4972918.0 49.82 4665116.5 39.41 3690036
1336 52.25 4888916.0 53.11 4969502.5 49.83 4662110.6 39.41 3687315
1337 52.26 4885614.9 53.12 4966091.8 49.83 4659108.6 39.41 3684598
1338 52.26 4882318.3 53.12 4962685.7 49.84 4656110.5 39.41 3681885
1339 52.26 4879026.1 53.12 4959284.2 49.84 4653116.2 39.41 3679175
1340 52.27 4875738.3 53.13 4955887.5 49.85 4650125.8 39.41 3676470
1341 52.27 4872455.0 53.13 4952495.3 49.85 4647139.2 39.41 3673769
1342 52.28 4869176.1 53.13 4949107.9 49.86 4644156.4 39.41 3671071
1343 52.28 4865901.6 53.14 4945725.0 49.86 4641177.5 39.41 3668378
1344 52.28 4862631.5 53.14 4942346.8 49.87 4638202.4 39.41 3665689
1345 52.29 4859365.8 53.14 4938973.2 49.88 4635231.1 39.41 3663003
1346 52.29 4856104.5 53.15 4935604.2 49.88 4632263.6 39.41 3660322
1347 52.29 4852847.6 53.15 4932239.7 49.89 4629299.9 39.41 3657644
1348 52.30 4849595.0 53.15 4928879.9 49.89 4626340.0 39.42 3654970
1349 52.30 4846346.8 53.16 4925524.6 49.90 4623383.8 39.42 3652300
1350 52.31 4843102.9 53.16 4922173.9 49.90 4620431.5 39.42 3649635
1351 52.31 4839863.3 53.16 4918827.8 49.91 4617482.9 39.42 3646973
1352 52.31 4836628.1 53.17 4915486.2 49.91 4614538.1 39.42 3644314
1353 52.32 4833397.3 53.17 4912149.2 49.92 4611597.0 39.42 3641660
1354 52.32 4830170.7 53.17 4908816.6 49.92 4608659.7 39.42 3639010
1355 52.32 4826948.4 53.18 4905488.6 49.93 4605726.1 39.42 3636363
1356 52.33 4823730.5 53.18 4902165.1 49.93 4602796.2 39.42 3633720
1357 52.33 4820516.8 53.18 4898846.1 49.94 4599870.1 39.42 3631082
1358 52.34 4817307.4 53.19 4895531.6 49.94 4596947.7 39.42 3628447
1359 52.34 4814102.3 53.19 4892221.6 49.95 4594029.0 39.42 3625815
1360 52.34 4810901.4 53.19 4888916.0 49.95 4591114.0 39.42 3623188
1361 52.35 4807704.8 53.19 4885614.9 49.96 4588202.7 39.42 3620564
1362 52.35 4804512.4 53.20 4882318.3 49.96 4585295.1 39.42 3617945
1363 52.35 4801324.3 53.20 4879026.1 49.97 4582391.2 39.42 3615328
1364 52.36 4798140.4 53.20 4875738.3 49.97 4579491.0 39.42 3612716
1365 52.36 4794960.7 53.21 4872455.0 49.98 4576594.4 39.42 3610108
1366 52.36 4791785.2 53.21 4869176.1 49.98 4573701.5 39.42 3607503
1367 52.37 4788614.0 53.21 4865901.6 49.99 4570812.2 39.42 3604902
